filename,gskew_bins0,gskew_bins1,gskew_bins2,gskew_bins3,gskew_bins4,gskew_bins5,gskew_bins6,gskew_bins7,class
transformed_image_normal_1.png,5.589425430428524,44.85611394047784,0,25.693904614032036,44.66312415548046,0,27.751268863781878,15.323762648923159,0
transformed_image_normal_2.png,13.08670202809489,42.28311684385613,0,24.003827603688304,39.804641354622184,0,27.002166092845325,14.533573187626695,0
transformed_image_normal_3.png,9.566516759606667,43.18694527055619,0,24.213836214298563,41.83144572141222,0,30.41671265935457,12.168848230190981,0
transformed_image_normal_4.png,10.971912651275412,43.239590543269735,0,25.475078394738944,46.38478656134762,0,27.42707719316246,14.071029727649693,0
transformed_image_normal_5.png,11.231356590045555,41.634101894082846,0,22.353409195110025,38.71526533133625,0,27.229222018288365,14.367383933420742,0
transformed_image_normal_6.png,14.66036284455338,42.97930471778019,0,21.381884165759907,42.295574419218624,0,26.07727722875981,17.017142828419463,0
transformed_image_normal_7.png,22.71073094603385,40.47757657157066,0,25.231233035908296,28.684590675336736,0,22.170114531282575,17.25725107430705,0
transformed_image_normal_8.png,9.633826978453767,40.78736555573066,0,21.751827888012436,41.353068291321215,0,28.142485632143067,14.477278040011957,0
transformed_image_normal_9.png,12.360615839028817,42.709847560160355,0.7937005259840998,22.983335026325427,37.23921035867423,0,24.92832997621786,15.534045098936701,0
transformed_image_normal_10.png,18.326175656602192,38.569163258940286,0,22.602670344382766,32.81304062697357,0,24.225503315444417,14.95906057418347,0
transformed_image_normal_11.png,9.485540886222065,43.70644399335173,0,27.788938794036234,47.36376349901883,0,29.760439308185113,12.806915860175627,0
transformed_image_normal_12.png,13.400221270601694,43.927688435711,0,26.333679805148275,39.08581143800545,0,26.158359757445776,15.08829605708775,0
transformed_image_normal_13.png,14.704630595705089,39.2032459423942,4.6636412741385165,25.65683416099588,47.19940171961092,0,31.859938919392796,14.420244289856855,0
transformed_image_normal_14.png,8.155364599824901,43.34282033390927,0.0,19.4812936882859,42.36068542489298,0,28.553933793301912,14.41950618740346,0
transformed_image_normal_15.png,11.64235780862448,40.511272824241196,0,17.25440869944154,45.108142346083035,0,30.207691885283236,12.641648184771231,0
transformed_image_normal_16.png,10.47563779005142,43.29102007480845,0,22.01624299255298,40.69263145485634,0,27.978799133866044,13.615840660739014,0
