filename,bkurto_bins0,bkurto_bins1,bkurto_bins2,bkurto_bins3,bkurto_bins4,bkurto_bins5,bkurto_bins6,bkurto_bins7,class
transformed_image_normal_173.png,31.122346790312143,20.266080647554748,0,14.187343992105895,11.744558811554713,0,35.43659696205767,37.944151039021854,0
transformed_image_normal_174.png,29.416747078293348,23.43184392199368,2.102241038134286,14.610596159911262,14.246932082634705,0,38.908797876683366,35.98098813715126,0
transformed_image_normal_175.png,29.033763835292373,22.564282943330333,0,10.764254421403997,19.306518318358048,0,44.18100079705081,31.36891940425377,0
transformed_image_normal_176.png,35.22121941096841,20.94652522953309,0,10.455296856946356,10.574512227279746,0,41.050401791100626,37.28290438155633,0
transformed_image_normal_177.png,43.97062668831368,22.603971461790444,0.0,12.597950034927807,5.259259461663341,0,38.34140281315367,34.581332363270334,0
transformed_image_normal_178.png,34.519740166128614,21.138881536632553,0.42044820762685725,10.47372668672279,9.606801203182647,0,39.557855172478696,35.07861848764211,0
transformed_image_normal_179.png,31.97816258704981,22.98853390115024,0,12.189037349035143,12.488739256175737,0,41.37450664313154,37.957984820769575,0
transformed_image_normal_180.png,31.464187331334134,18.743178171890943,0.0,10.256815750684412,16.8237852433624,0,44.09127277835712,29.59811375415287,0
transformed_image_normal_181.png,32.89707175791306,20.72893163660059,0,11.305080722704686,11.570796840974998,0,43.74023178645812,33.0801229901506,0
transformed_image_normal_182.png,39.212026774289114,25.14273379249172,14.307350405447982,15.662255576931786,6.207531846096857,0,33.65263273007091,39.68353527697328,0
transformed_image_normal_183.png,26.445992071639946,24.27988469040801,0,11.585236371802415,26.407478536281197,0,47.005329537519,32.228646315265095,0
transformed_image_normal_184.png,29.868964535184872,21.31370095559777,14.295239059313147,9.81931343867612,18.145810069395203,0,43.160605082660986,30.09708898731988,0
transformed_image_normal_185.png,20.37599821161722,25.85514766481262,0,15.953388280391808,27.731913632374386,0,45.92929206514558,37.70392953922341,0
transformed_image_normal_186.png,32.03391393272337,22.511799846373986,0.0,13.255019439137655,12.272334068796448,0,40.31698341178896,36.12987022147327,0
transformed_image_normal_187.png,31.58043448648426,21.282741745672386,0.0,10.371940333654923,14.34999771495622,0,41.87504099559858,32.65789447125212,0
transformed_image_normal_188.png,30.45379193861902,21.4268736447661,0.0,10.934024349666997,12.147715341663998,0,41.734868490145345,36.43130011179297,0
transformed_image_normal_189.png,34.03690828304162,20.588738059411536,0.0,11.819948490350665,12.614259166184297,0,43.303927067026684,34.35855615248062,0
transformed_image_normal_190.png,31.899683689710727,23.20924034262139,2.3530611626339746,10.878409489308142,13.446895370314461,0,39.263312916406115,38.856133292513604,0
transformed_image_normal_191.png,26.253362638178224,25.044265675207402,0,10.48760964981544,22.756325119521755,0,42.99340593359456,40.03934080086646,0
transformed_image_normal_192.png,22.543249854624094,26.304729956981898,0,19.23336686222213,25.924380653995538,0,43.54367534938555,38.830428976969,0
transformed_image_normal_193.png,25.835545408628573,24.37160676264999,17.147354288627874,14.430539596638138,22.204311801501866,0,45.00496816019937,34.52202847037834,0
transformed_image_normal_194.png,29.96567443616589,23.997884641981138,0,12.342827026048164,16.75402342105888,0,45.05615566933207,34.873227352682406,0
transformed_image_normal_195.png,27.03415710279167,21.755150906080264,0,11.571252017060997,24.165222876779175,0,46.10061915225419,30.710892093163515,0
transformed_image_normal_196.png,30.489918029212912,21.82426361325697,0,10.670451885936501,12.190578045165179,0,42.012119307961214,34.10870210571169,0
transformed_image_normal_197.png,28.230777625097446,20.70154420873466,0.0,12.900671493532807,16.216534756772017,0,41.119592043907645,35.88431472969179,0
transformed_image_normal_198.png,27.743993557226858,25.358733355804702,0,11.635952100644458,16.795735779909005,0,40.9957851152047,36.1611710105882,0
transformed_image_normal_199.png,37.10795951293411,27.03554886961386,0,15.822881310495498,9.550700441746622,0,32.33512817663141,45.22024097347384,0
transformed_image_normal_200.png,38.31680303431084,26.874579040118967,0,11.879448820655227,22.02621096564114,0.0,39.23905629536719,45.70291686886343,0
transformed_image_normal_201.png,32.08639936582531,21.444567489532236,0.0,9.649797845051431,16.184913095195814,0,43.77264561544533,32.478533613563904,0
transformed_image_normal_202.png,28.617988933038,22.54189457673147,0,10.955251092975839,17.93943875370701,0,43.95436420816544,33.08812317580951,0
transformed_image_normal_203.png,28.990527326407996,20.224462809140206,0,10.141166882640032,19.15915877195464,0,43.408642069405175,28.65548907766959,0
transformed_image_normal_204.png,35.37912153512318,22.272820346265227,0,11.567482939668714,11.532724175231305,0,39.46305590945315,38.81180771540145,0
transformed_image_normal_205.png,27.570576290224416,23.732532941743777,0,12.410609044495866,25.494231752920992,0.0,48.71465190251058,30.73923214450137,0
transformed_image_normal_206.png,28.592840474712975,22.617138963000617,4.072344838079296,11.382241312314067,21.50454775841851,0,44.778505684026676,27.71648706923133,0
transformed_image_normal_207.png,28.106983927964052,23.32164232432585,0,12.046880571486273,14.478192380929743,0,40.77819676625702,32.43998288222055,0
transformed_image_normal_208.png,27.816055175524767,24.49588949376456,0.0,12.852633419709758,19.33953731446555,0,40.84073438378409,35.616290711756726,0
transformed_image_normal_209.png,27.419056934144898,22.073361028490012,0,11.476590966135898,24.510747735420946,0,46.427319382364814,30.00045946587121,0
transformed_image_normal_210.png,29.804226063209583,18.592504225865188,0.0,9.073363228355577,15.532290581918183,0,40.398295375925635,29.160643359385666,0
transformed_image_normal_211.png,25.98192665554662,24.3408152515721,0,12.622186595094936,21.539844732076734,0,45.99714622088042,32.66207085836141,0
transformed_image_normal_212.png,31.654263560503495,21.825670985520222,0,10.391496603927147,14.649063233449859,0,43.95062400264436,33.42392707835323,0
transformed_image_normal_213.png,28.211396646451238,23.225016215695984,0.0,15.912322922016108,22.643822731007802,0,44.88982711959769,33.90735350220322,0
transformed_image_normal_214.png,30.724163195137137,21.427089407805735,0.0,11.131452695929925,14.2615405131144,0,40.639420359762454,36.729812711728826,0
transformed_image_normal_215.png,30.085823745126184,21.277585825486593,0,12.060534589909306,15.843096933393888,0,42.270400046113956,34.6442680445138,0
transformed_image_normal_216.png,30.486655382303322,22.628295128596896,0,12.152667841526325,19.998591983529508,0,46.153603859259576,31.35954776789781,0
transformed_image_normal_217.png,34.63753322985703,17.626614760095507,0,10.560385179325047,14.418708016116158,0,44.71487766216261,30.937853272865215,0
transformed_image_normal_218.png,28.348722674891885,25.223178030047738,0.0,11.204856359093627,15.942421348681238,0,39.91435259385709,37.31234679679205,0
transformed_image_normal_219.png,38.95539805781842,24.90945624467755,0,14.25736263710648,3.925795440988737,0,33.19340002031222,41.05455595379775,0
transformed_image_normal_220.png,29.166216644839235,21.491447532707618,0.0,11.713354114030349,17.335090876638453,0,40.989582423816465,33.19205655372185,0
transformed_image_normal_221.png,30.113989876880787,22.195136905992765,0,10.115817673632321,15.081207568132792,0,42.45168639187607,33.59172090325633,0
transformed_image_normal_222.png,36.812525582979546,22.398564500153324,0,12.94514690970201,7.6447980199740755,0,39.66065904398068,38.421105661786996,0
transformed_image_normal_223.png,23.57842355203965,24.691352656688043,0,13.730348656677473,27.63011077777534,0,48.88030458668236,31.27805960697146,0
transformed_image_normal_224.png,25.087582708743742,23.182919101459188,0,11.004564765901295,29.71900758368368,0,46.69738343596716,30.6957754134728,0
transformed_image_normal_225.png,28.66489380268149,23.264929064353414,0,8.845732537465981,15.677118404444947,0,41.97305449342573,33.7840830373113,0
transformed_image_normal_226.png,29.771441320784355,21.30850582054451,0,9.170852674124934,14.444950680932427,0,43.495030022347265,33.27808603349612,0
transformed_image_normal_227.png,28.233046998303312,25.617479798135474,0,13.545741020848755,18.88643366250817,0,44.13483684065623,33.98375484070907,0
transformed_image_normal_228.png,28.410437140979173,24.277649107178892,0,11.9552745612245,21.119473133109373,0,44.91937454443773,33.65244511560836,0
transformed_image_normal_229.png,31.846224435563546,20.190272871607217,0,9.289967401558231,16.080729062476742,0,44.97872057172247,29.63381501853523,0
transformed_image_normal_230.png,26.496726766797156,24.89057255259984,0.0,9.951559841101544,20.682915765707264,0,43.77672410058091,34.04216546672428,0
transformed_image_normal_231.png,31.83942127755459,18.931710413321248,0,8.945669161039936,16.759726375417145,0,45.385183643127235,29.81838636685889,0
transformed_image_normal_232.png,29.90476299586799,23.041171594416657,0,10.415262344837055,19.132246325608026,0,44.24004156125191,28.34703887785594,0
transformed_image_normal_233.png,38.86323751558598,22.43996017185087,0,11.207187992938865,6.515046153655811,0,33.447862694164606,35.27763636709807,0
transformed_image_normal_234.png,36.76157368894826,23.63723767948128,13.815449162750108,10.530209018389144,9.98680610110525,0.0,36.938642395149415,35.21010017107228,0
transformed_image_normal_235.png,25.98403534662329,27.98755892196769,2.5226892457611436,11.215453755500858,16.511709438757574,0,39.794857575077984,35.24808471366522,0
transformed_image_normal_236.png,28.738253693393343,22.120315670473214,0,10.037712548619043,21.24392037477012,0,44.616111191660835,30.07739227735026,0
transformed_image_normal_237.png,41.150123002777306,19.894154983045798,0,9.43679736580978,8.332254255258047,0,39.9160842659543,33.2161621680341,0
transformed_image_normal_238.png,26.02721044708438,24.77675407402253,0.0,13.78695998348314,22.29565441316026,0,46.473681276178425,31.816039019584917,0
transformed_image_normal_239.png,24.759248585678662,24.418238218905852,0,12.57443451099368,25.107300596946473,0,47.306642680687006,31.131509589014037,0
transformed_image_normal_240.png,26.955255170367987,23.464770641623613,0,10.58662688957793,22.02232851653786,0,46.191625241473766,29.028205937157463,0
transformed_image_normal_241.png,37.10514241345688,20.798356686390054,0,9.976951338888375,9.249045268352729,0,40.518873471176065,34.85061459329112,0
transformed_image_normal_242.png,26.015033085993657,25.191961955032816,0,14.990508103101263,18.934039445064297,0,43.998597462367535,35.48326260593441,0
transformed_image_normal_243.png,32.67576255608453,23.205363435300445,0,7.758516533367756,10.507401283145347,0,39.80094030011484,37.46754846367724,0
transformed_image_normal_244.png,27.79451354441803,25.032379309086274,0.0,10.337197334301907,18.605118679481947,0,43.02873169587587,32.603798024070194,0
transformed_image_normal_245.png,32.961136824487504,18.843277124278956,0,10.051399579129653,13.333448037971506,0,42.15011938672492,30.85586817992984,0
transformed_image_normal_246.png,24.16137726296506,24.662163796490937,0,12.135117028707002,24.852646543590776,0,46.103986831520224,31.540490384581446,0
transformed_image_normal_247.png,29.319346978121725,18.95181702833306,0,8.709133409794484,18.439682172378372,0,44.73184663411875,29.032728037538813,0
transformed_image_normal_248.png,25.522956031038134,24.887128361481345,0,14.236320661229268,20.51996694489566,0,44.9268182529209,35.31636443284527,0
transformed_image_normal_249.png,33.95595982814909,22.604934866402026,0,11.103553990572,8.906859148786992,0,39.589836594689515,36.990743807985176,0
transformed_image_normal_250.png,30.198073808664105,20.04440435018168,0,9.601406106612023,15.238851604354302,0,42.077756049881955,31.314468045347628,0
transformed_image_normal_251.png,32.49858402319968,23.129462538072552,0,10.708118324759983,14.230309684101277,0,42.06577546525447,34.481697127980965,0
transformed_image_normal_252.png,32.45895313103456,19.499410629503874,0,10.226941466046311,14.46577906878629,0,41.84560611798275,31.44369041197393,0
transformed_image_normal_253.png,30.133797360100598,23.87403706905634,0,11.510534668381982,13.991450719721746,0,41.24454576859394,36.10831788155784,0
transformed_image_normal_254.png,40.632254913090286,19.43867410080824,4.573020466658496,14.5192763714401,13.689296474879091,0,37.95336194582248,38.36438062592134,0
transformed_image_normal_255.png,29.90982384519021,18.677499961197896,0,8.411272561168353,19.024623965547473,0,46.27738685014415,27.971452401983697,0
transformed_image_normal_256.png,30.317153907745077,21.581294515385085,0.0,9.91512944071258,20.33602720601725,0,47.62202648238495,27.752197971023318,0
transformed_image_normal_257.png,26.676212209711842,23.571517674409712,0.0,10.627308217545103,18.668712953637062,0,44.935691461855164,32.15334719184846,0
transformed_image_normal_258.png,25.01978449507484,23.57210150408078,0,13.77151687604836,27.093943932861155,0,49.166014623739635,32.17772626884944,0
transformed_image_normal_259.png,33.280419491425604,20.482260694540905,0,8.538547038679644,10.820614474164435,0,42.06402014338637,34.22375644573606,0
transformed_image_normal_260.png,25.22838544610333,24.435260867462063,0,14.366743953716282,24.13622691522667,0,47.55544924448612,34.554729362963315,0
transformed_image_normal_261.png,28.607889025461954,24.373873476496446,0,10.778464919231153,19.162508742512166,0,45.254845929159764,33.163961561741,0
transformed_image_normal_262.png,34.09615686435474,22.50316025663406,0,12.298468682713402,9.06589831913135,0,41.05501627225175,35.50325645410867,0
transformed_image_normal_263.png,27.18103140090348,18.780894661824345,0,8.85893528764439,24.681338215664766,0,48.55136192209365,26.50381184071831,0
transformed_image_normal_264.png,30.155423483295344,25.342177420093417,0,8.29793461581763,13.862909874164353,0,40.63158905774249,38.90535453565705,0
transformed_image_normal_265.png,25.22142774734168,24.021062416512788,0,14.85625945546563,24.972202362899925,0,47.84846308161632,33.70745245865108,0
transformed_image_normal_266.png,27.837634675892403,22.787064364911203,11.772549813552004,9.59186365852239,19.92343418356164,0,42.93827637126403,31.23092657897812,0
transformed_image_normal_267.png,26.682807995566566,23.262338745623968,0,10.681120894236296,16.28900774780404,0,42.6239419199494,35.031812647140136,0
transformed_image_normal_268.png,34.14237949941815,19.1833688060414,0,9.809488934736512,12.62233030446163,0,42.72021081904297,33.17419295826745,0
transformed_image_normal_269.png,24.641763419367553,24.109078154624708,0,16.614146503000608,28.112362280317466,0,47.99229834155493,32.901550551227054,0
transformed_image_normal_270.png,29.23133052318722,22.440234030482213,0,10.760700773956708,19.996831680916006,0,46.74546640957879,30.650058695061507,0
transformed_image_normal_271.png,23.936795487185005,25.10877574837025,0,10.723397450985043,30.607698354793907,0,47.96675801362467,30.19044207991083,0
transformed_image_normal_272.png,25.908006358670594,22.816166510669788,0.0,10.328528360761497,27.43218084667936,0,48.749996984828215,27.635284641152303,0
transformed_image_normal_273.png,26.689302354189675,24.38970865841335,15.977031889820577,10.897928010157967,19.518738111586735,0,43.6400005085663,32.08382108476207,0
transformed_image_normal_274.png,28.093515749637273,24.23717494612743,0.0,11.331565378823047,18.72450062328083,0,42.90881570296625,36.211894683806335,0
transformed_image_normal_275.png,25.655522451785423,24.26094042245192,0,12.363221756925629,21.856636425498877,0,45.203628854711184,31.39141659177696,0
transformed_image_normal_276.png,27.91193260349286,24.371660351079026,0,10.184554087419611,17.349822388521698,0,43.68356943233643,36.95673244545234,0
transformed_image_normal_277.png,28.068136799300675,23.89230429917776,0,10.257658202168564,18.93165420341728,0.0,42.96237017195839,31.824193749763555,0
transformed_image_normal_278.png,35.5692799772434,21.938078957159863,0,9.936357318778107,9.893533924649752,0,41.116829729006874,32.78875941402932,0
transformed_image_normal_279.png,43.943426741037044,17.170704792593835,0,9.122536570992091,5.722911278906022,0,40.677128070460874,33.438738700362634,0
transformed_image_normal_280.png,33.847984615047835,24.169844660611883,0,8.884775206622011,10.519741198280498,0,39.97010537696876,37.60872468790362,0
transformed_image_normal_281.png,35.22773607916212,24.587975268145,12.777897530822036,14.669117654841331,8.139031110146947,0,36.73677112401165,39.365397740852195,0
transformed_image_normal_282.png,26.023564981468212,22.209032588875775,0,9.675922507672563,20.450518997207844,0,44.649184637915056,31.25893839255382,0
transformed_image_normal_283.png,32.03102669944685,19.701591709913206,0,10.161115930000346,14.197877118775331,0,42.89273596420101,30.405313649460304,0
transformed_image_normal_284.png,30.67977198494904,25.147649401258924,0,13.361346910901906,14.289624110025859,0,42.95726056521198,35.28261447287687,0
transformed_image_normal_285.png,31.87630302600109,21.8193348961834,0,11.128596143229366,12.876243463239264,0,40.850129960584006,33.75792663814022,0
transformed_image_normal_286.png,31.378968596119506,24.084512463468805,0,9.719030272111791,14.353624734686004,0,42.07988464784196,35.595682175394764,0
transformed_image_normal_287.png,24.815728466097475,22.028027476809363,0,16.152987576123373,31.620222404104528,0,50.239312491138975,31.987061575867823,0
transformed_image_normal_288.png,44.03697004141792,24.094770839514453,0,11.417756100841265,2.8828876246439106,0,34.617594736588664,38.015093027449275,0
transformed_image_normal_289.png,27.41421928078348,22.271625512126597,0,10.436867305747734,26.762691050115937,0,51.698602942169835,27.84128621214138,0
transformed_image_normal_290.png,30.957664812557642,21.434200932950148,0.0,8.898916231214415,13.83312171854029,0,40.885900346063934,32.05671299421587,0
transformed_image_normal_291.png,23.271341477967688,23.977870093768413,0,11.006820345867077,20.595477422519828,0,42.8826998090332,33.443960862358374,0
transformed_image_normal_292.png,28.09739917115826,21.7484508986669,0,13.196639882871821,21.778102001534652,0,48.464838774232085,30.203063980383863,0
transformed_image_normal_293.png,23.54528148409244,26.61970278420691,0.39743066142540656,14.375995973389063,22.321479169925148,0,43.47350175492557,37.59073824744406,0
transformed_image_normal_294.png,24.239031739838776,24.397286958309728,0.0,12.042663312076375,24.43464063192656,0,46.627860405959915,33.6978020811212,0
transformed_image_normal_295.png,39.597093072879666,22.998597355783396,0,11.9811722555686,5.307038881590975,0,36.574713086866126,36.79728353791636,0
transformed_image_normal_296.png,30.35775322597247,20.826066332237634,0,8.519032885210722,20.0462101224498,0,49.46273161160616,27.43979031428819,0
transformed_image_normal_297.png,28.55671273602586,25.116387118989273,0,16.856652081185697,20.16054964492656,0,44.41966211569644,35.062543921892825,0
transformed_image_normal_298.png,30.172783280470856,20.139381290694057,0,8.264071600070466,19.933695876191063,0,46.97849954522376,27.312448462880223,0
transformed_image_normal_299.png,25.971212878997893,23.778671177024798,0.0,10.678193938753493,24.56817919354508,0,46.42576435664351,31.78995112268807,0
transformed_image_normal_300.png,31.422963059379118,21.038995916249064,0,9.545918914739547,11.881309539236659,0,40.32399075750928,34.50009572745217,0
transformed_image_normal_301.png,26.43825174157744,23.320013756322226,0,10.496056481920922,21.845714161246164,0,45.02601746562916,32.43467629651092,0
transformed_image_normal_302.png,31.16955879635872,20.51015229061308,0,9.520922624080825,14.252748254984162,0,42.017982057326925,31.292362345925724,0
transformed_image_normal_303.png,27.47480229761301,26.027830896807295,0,12.584310509464203,18.090670306388958,0,43.42301516904406,34.13580661302796,0
transformed_image_normal_304.png,26.127728915002493,23.694101310366445,15.136135474566862,9.915289422729668,23.828079054120618,0,46.0539697630154,30.143213184355133,0
transformed_image_normal_305.png,22.783260222179276,25.17737200136612,0,17.9453505203296,26.77438062078227,0,49.02463636354843,34.68954065055947,0
transformed_image_normal_306.png,31.105021315322805,21.83424153884508,0.0,8.356497147495928,15.105657607055106,0,41.87773029514217,32.943225881353214,0
transformed_image_normal_307.png,36.56749387282341,19.618558205890835,0,9.786973810713778,7.376364333696811,0,41.10660251019685,33.92181190674433,0
transformed_image_normal_308.png,19.76506179844644,28.477305905146384,0,11.372734862774651,25.498430369579914,0,43.09041965572375,35.78485068905231,0
transformed_image_normal_309.png,22.98002615635088,24.944489050252923,0,15.9064239960366,33.716373058563775,0,52.70779071264387,35.231259093574984,0
transformed_image_normal_310.png,31.406682575244396,23.84934785799115,0,10.393704590941773,12.899200233887655,0,41.762235872177655,33.86116048590205,0
transformed_image_normal_311.png,28.329475926448488,24.539546519289402,0,12.547461689205536,18.745157003654576,0,43.08672884108918,36.230807579241365,0
