filename,rmean_bins0,rmean_bins1,rmean_bins2,rmean_bins3,rmean_bins4,rmean_bins5,rmean_bins6,rmean_bins7,class
transformed_image_pneumonia_1.png,96.70060857948641,4.1832085223077735,120.0,67.73770352781547,169.50767325029247,0,213.94118376969848,206.76577361018084,2
transformed_image_pneumonia_2.png,69.31415525114156,0.8061908995393194,125.0,67.77056312592349,185.43859880160664,0,220.36827956989248,205.01902561663383,2
transformed_image_pneumonia_3.png,80.9395820401407,1.4014467791939373,129.0,71.66949838187702,185.73222681293632,0,225.70146208772528,207.66520315523144,2
transformed_image_pneumonia_4.png,64.05652535328346,6.306729074220412,125.0,77.07457554266065,202.22963246554363,0,233.4238625812442,206.53115432354159,2
transformed_image_pneumonia_5.png,79.72479423868313,0.5878480209407472,108.75,67.77763261039979,181.4871049763894,0,220.93519781718962,202.61982503272026,2
transformed_image_pneumonia_6.png,104.07355041416739,6.010527296441214,0,83.74763438695389,186.52110580797125,0,221.85039558858787,211.29870808752148,2
transformed_image_pneumonia_7.png,96.16858721389109,7.046347757046447,0,78.43147620984139,158.72691565600883,0,195.16837955793326,205.10065633133416,2
transformed_image_pneumonia_8.png,80.24785885577252,3.2300044516990654,0,77.8697446726819,191.6368763848788,0,222.68350219265085,206.0821908226077,2
transformed_image_pneumonia_9.png,62.54181286549708,1.1428571428571428,0,61.60938823928148,169.98750125995363,0,213.03625869468698,194.38346137559736,2
transformed_image_pneumonia_10.png,76.76092079028457,3.373591340450771,0,71.4857676154923,155.54796254112884,0,205.91945145018914,196.41846869856406,2
transformed_image_pneumonia_11.png,60.433051869722554,3.4483350951374208,0,70.59336704921222,155.81151219512196,0,213.10160427807486,189.11144525030957,2
transformed_image_pneumonia_12.png,23.15850684674545,2.3325599381283837,80.0,54.83403702500812,149.69677528279587,0,232.00714764351127,166.05289436729598,2
transformed_image_pneumonia_13.png,38.70665691294806,1.1134499903144572,96.6,54.67818181818182,154.08539407966865,0,218.4198378041173,186.6821931101407,2
transformed_image_pneumonia_14.png,51.713,2.4906354515050166,0,62.689032027196276,152.041598960026,0,207.15506559766763,189.22671089945956,2
transformed_image_pneumonia_15 (1).png,36.69279926965651,1.650739870004149,76.0,57.928269699431354,160.1560024375381,0,224.10133843212236,176.5013289600181,2
transformed_image_pneumonia_15.png,36.69279926965651,1.650739870004149,76.0,57.928269699431354,160.1560024375381,0,224.10133843212236,176.5013289600181,2
transformed_image_pneumonia_16.png,80.62418207681365,5.876809979950991,126.0,61.8762199246304,185.11836115326253,0,226.18176120338453,204.27712388712843,2
transformed_image_pneumonia_17.png,42.87663464876751,0.9258371413589033,93.0,55.02459668668162,158.12363283954036,0,229.1257503949447,177.0247402276101,2
transformed_image_pneumonia_18.png,42.849496925656794,2.3364418467196426,0,61.28106776180698,155.89117761368053,0,216.9097929674663,187.2763640598614,2
transformed_image_pneumonia_19.png,35.95711441262062,7.237321920619101,0,72.32043842682141,146.45800277043193,0,207.65204855842185,193.09374482415944,2
transformed_image_pneumonia_20.png,102.61054111033029,16.509509274477576,124.0,69.22826086956522,168.62418188081296,0,207.5964782009123,213.88174519610425,2
transformed_image_pneumonia_21.png,97.55725306307669,8.623429306421292,0,72.11017998285878,177.50851148060175,0,212.83393588816583,212.45192760546323,2
transformed_image_pneumonia_22.png,95.73653686826843,5.9744844823995,0,72.40383959044368,174.5643961829549,0,206.50341977771444,210.10703995991483,2
transformed_image_pneumonia_23.png,87.35122824141858,3.1414859580519017,0,69.84817533780189,164.4350614644575,0,214.7707078313253,200.46222053328268,2
transformed_image_pneumonia_24.png,77.3531281365005,4.7355836849507735,102.06666666666666,78.70675693614761,158.04309252217996,0,199.03880481179667,201.63548568220102,2
transformed_image_pneumonia_25.png,76.5119760479042,3.263964720705586,99.0,64.86152497808939,166.00816914944738,0,205.31334556294428,198.82083633741888,2
transformed_image_pneumonia_26.png,58.878316906747536,2.1812547506285447,105.0,62.365128493716,155.27342901941864,0,217.45897626902203,198.34310414696745,2
transformed_image_pneumonia_27.png,76.01436781609195,3.5714801444043323,0,64.58306374881066,160.06438734773263,0,204.69306930693068,207.19342179031958,2
transformed_image_pneumonia_28.png,84.07668257363831,3.0927605173182697,0,71.2987354577643,184.77409318561237,0,215.65573564518155,206.03277047320296,2
transformed_image_pneumonia_29.png,60.591394370753804,2.096388195565996,105.0,67.03290878886165,156.5413615673857,0,215.6609672691744,190.38794536817102,2
transformed_image_pneumonia_30.png,76.41327102803739,2.8946968256985364,104.0,67.50631299734748,151.84984953823803,0,201.04263171290404,202.08475546901843,2
transformed_image_pneumonia_31.png,59.544391059118446,5.0929416426105165,98.46153846153847,74.50028555111365,152.79203448983782,0,202.3410070171119,194.19005494505495,2
transformed_image_pneumonia_32.png,90.50647800886465,4.830024813895782,0,75.34173791659396,185.77089171974524,0,222.1327691087014,210.03220611916265,2
transformed_image_pneumonia_33.png,68.88386832958496,3.6375789538235113,96.0,69.18409065659371,151.5512214738112,0,202.22644295302013,198.5325935426309,2
transformed_image_pneumonia_34.png,91.02869198312236,5.4406425244748595,130.0,69.96178625011032,178.1478996107905,0,211.79077475486812,208.1371757925072,2
transformed_image_pneumonia_35.png,18.91929247223365,0.635958904109589,0,46.75477659094328,179.00757805395574,0,240.94398731039954,168.37253119576894,2
transformed_image_pneumonia_36.png,63.49692577953447,2.3736360436466035,109.0,67.93413719728443,158.20517886855242,0,208.12615222544113,203.50225439012814,2
transformed_image_pneumonia_37.png,23.2969450101833,0.8779763707967283,0,54.55751713775941,171.8075566009997,0,213.08766716196138,190.67094932191293,2
transformed_image_pneumonia_38.png,54.994578313253015,3.1667111799583356,97.25,66.48829672308246,153.71916558018253,0,202.8602534562212,198.20464356551162,2
transformed_image_pneumonia_39.png,10.622289509669857,6.623841693071083,0,67.31691463238481,160.2140757074605,109.0,210.86767005473027,177.3397031627863,2
