filename,bmean_bins0,bmean_bins1,bmean_bins2,bmean_bins3,bmean_bins4,bmean_bins5,bmean_bins6,bmean_bins7,class
transformed_image_pneumonia_1.png,57.93854831527386,156.61385929754246,85.33333333333333,199.17596675712346,0.2503612965384351,0,55.228564338007196,189.93235097119893,2
transformed_image_pneumonia_2.png,77.97922374429224,157.33144750666776,111.0,209.48464948284354,0.5624547310199512,0,61.49089008363202,191.1477203234355,2
transformed_image_pneumonia_3.png,75.77715704531347,164.8356183258698,121.0,216.66484627831716,1.6967516740276392,0,53.06845744077978,193.20516445899688,2
transformed_image_pneumonia_4.png,100.85918536990856,172.9324661114826,106.33333333333333,229.5722114764668,5.409954058192955,0,56.62256267409471,199.0776168804303,2
transformed_image_pneumonia_5.png,77.8775720164609,164.48068533354487,110.75,209.36503788868566,1.3772611696331274,0,60.568758526603,194.4685541089757,2
transformed_image_pneumonia_6.png,53.41816623821765,157.76607043040804,0,213.93839339641636,0.101159114857745,0,45.00299688324143,190.5963706967366,2
transformed_image_pneumonia_7.png,60.524072612470405,151.0358277094085,0,175.29524196827978,0.5964029768467475,0,59.40292834013797,183.84740296480706,2
transformed_image_pneumonia_8.png,84.06423432682425,163.63303160706337,0,216.3465156459973,2.522795944403411,0,56.619990926962046,192.1005875769446,2
transformed_image_pneumonia_9.png,100.66359649122808,170.83142126415783,0,195.52143704456873,7.82219534321137,0,75.72502589906763,193.65852035569537,2
transformed_image_pneumonia_10.png,79.72593800978792,158.96900948991697,0,182.02333177788148,2.0194043702016367,0,67.31683480453972,190.68119643566604,2
transformed_image_pneumonia_11.png,93.67534034120283,156.98381342494716,0,184.80422096868313,3.174536585365854,0,67.39332958063608,199.54272067928534,2
transformed_image_pneumonia_12.png,132.17032451697617,181.40781129157,157.0,198.91474504709322,19.239405706567617,0,103.03797185615367,210.06215218182763,2
transformed_image_pneumonia_13.png,113.92465252377468,180.13624330083294,125.6,207.03851239669422,9.489828237300523,0,80.52869619463506,203.62372634643376,2
transformed_image_pneumonia_14.png,100.56016666666666,166.28120401337793,0,186.59241366970835,5.114613801321633,0,79.10532069970846,192.48627534913587,2
transformed_image_pneumonia_15 (1).png,121.06881205066757,178.60717743050753,131.0,195.86433793663687,15.897623400365632,0,89.42030245089518,205.36238194876435,2
transformed_image_pneumonia_15.png,121.06881205066757,178.60717743050753,131.0,195.86433793663687,15.897623400365632,0,89.42030245089518,205.36238194876435,2
transformed_image_pneumonia_16.png,91.86600284495022,173.9901240068315,93.0,217.14793699874383,11.36578991738324,0,54.91987882586441,197.40417987022786,2
transformed_image_pneumonia_17.png,119.07487559310265,180.89692111768673,123.5,203.73413875425015,19.390696386542988,0,95.90616113744076,206.79106877783275,2
transformed_image_pneumonia_18.png,110.89155953046395,169.04820384842714,0,193.27630390143736,7.458219976680917,0,88.16316135392705,196.45932568566937,2
transformed_image_pneumonia_19.png,90.54280900597335,146.61874890074455,0,176.3489146787019,1.7441128321370105,0,82.04719271623672,188.3052503726605,2
transformed_image_pneumonia_20.png,71.58594518622628,155.00352195351022,84.0,192.51625789669268,2.921529452290734,0,52.08507478519147,180.26098973414057,2
transformed_image_pneumonia_21.png,69.83028286189683,155.89254971801722,0,201.97047900199982,1.6453549749274214,0,53.69329959026271,182.44641054968713,2
transformed_image_pneumonia_22.png,61.175973487986745,150.53374297021455,0,192.0443686006826,0.1623560381704508,0,56.005414648047875,181.6535763497432,2
transformed_image_pneumonia_23.png,42.74149991865951,152.98512856973576,0,193.2333226939036,0.38556921432389096,0,67.33396084337349,190.0911394008487,2
