filename,Bins0,Bins1,Bins2,Bins3,Bins4,Bins5,Bins6,Bins7,rmean_bins0,rmean_bins1,rmean_bins2,rmean_bins3,rmean_bins4,rmean_bins5,rmean_bins6,rmean_bins7,rstd_bins0,rstd_bins1,rstd_bins2,rstd_bins3,rstd_bins4,rstd_bins5,rstd_bins6,rstd_bins7,rskew_bins0,rskew_bins1,rskew_bins2,rskew_bins3,rskew_bins4,rskew_bins5,rskew_bins6,rskew_bins7,rkurto_bins0,rkurto_bins1,rkurto_bins2,rkurto_bins3,rkurto_bins4,rkurto_bins5,rkurto_bins6,rkurto_bins7,class
transformed_image_pneumonia_622.png,8498,13894,0,9815,6311,0,17328,9690,91.29877618,17.38333093,0,57.77677025,179.3975598,0,236.3087488,214.4724458,25.56358536,25.97009673,0,49.45463969,12.38095421,0,4.783790581,25.6818493,24.40553821,22.69620923,0,45.53731384,24.63215734,0,9.760990591,40.23050944,26.46467987,25.56829902,0,48.19580436,27.66552833,0,13.16765109,43.55419093,2
transformed_image_pneumonia_623.png,6980,11947,0,9556,14785,0,8229,14039,93.16074499,7.331212857,0,77.7133738,186.2142036,0,221.3407461,209.5870789,21.79157642,19.38311508,0,41.87137075,20.71587125,0,7.336286417,36.25805238,26.90121067,17.66252,0,38.04928614,25.14912411,0,8.527950015,37.56872017,28.65582141,21.12302675,0,41.20916688,26.28593966,0,10.82415054,40.94131311,2
transformed_image_pneumonia_624.png,8227,13813,0,13617,7116,0,7371,15392,43.56521211,0.647940346,0,50.40405376,155.2158516,0,229.0344594,178.4935031,24.64513928,13.967477,0,34.19757443,23.83052104,0,6.643122509,33.58747165,35.666231,3.256769015,0,28.46582327,35.06450412,0,14.01817898,52.94836703,37.51986353,4.470696207,0,30.41128464,37.84354445,0,17.93610923,56.10248978,2
transformed_image_pneumonia_625.png,8720,11328,1,11432,11275,1,14119,8660,93.13337156,20.50891596,139,67.60549335,189.4603104,209,253.0320136,203.0546189,33.16588697,2.039761653,0,25.94055122,31.18310616,0,10.83222727,48.75836728,25.98241317,22.10989113,0,48.56127819,24.05829575,0,12.65766828,42.36003831,28.27691922,24.35429082,0,50.64280805,25.95204278,0,16.62979621,45.15517446,2
transformed_image_pneumonia_626.png,5908,12953,0,11384,11946,0,6137,17208,76.50693974,1.585115417,0,68.91382642,162.3361795,0,207.9954375,195.1238959,23.21831125,19.76717732,0,45.8977679,21.64687601,0,7.78527571,38.8144591,31.63491666,5.96373577,0,32.61845721,21.05840752,0,13.42026099,43.19370505,34.18589811,7.69366041,0,34.89128785,22.63112574,0,15.85857174,46.12724327,2
transformed_image_pneumonia_627.png,6965,11076,0,12594,12244,0,8160,14497,82.36712132,3.92370892,0,62.098936,171.3349396,0,217.9779412,204.358281,28.37965168,4.084587034,0,29.67911093,19.03070629,0,11.24196548,39.44794749,27.00436785,12.75389143,0,37.74541198,24.3120174,0,11.77358602,41.52375252,29.29899765,15.69052957,0,40.29078956,25.90376885,0,14.38429031,45.40821528,2
transformed_image_pneumonia_628.png,7237,8572,0,11693,15094,0,8088,14852,100.2443001,8.850909939,0,71.71256307,171.1390619,0,212.9228487,208.6331134,24.210797,9.641799467,0,34.3069026,22.28998737,0,9.704654787,36.90152972,25.31428929,20.03148152,0,41.41129661,19.73905692,0,10.78910368,37.76983882,27.02346125,23.28657461,0,44.20130108,20.82888685,0,11.95273602,41.01491496,2
transformed_image_pneumonia_629.png,7312,12669,12,10745,9858,0,9131,15809,79.75806893,7.030389139,105.3333333,60.63573755,169.0385474,0,207.2091775,201.8156746,23.22721125,16.51282825,0,37.76037763,18.42212284,0,9.5869958,33.96004776,23.03378108,16.18302985,11.45331715,37.43328739,20.08340974,0,15.47679404,43.60589491,25.09210319,19.24476513,12.31344519,39.8832078,21.9520055,0,19.04317469,45.9548724,2
transformed_image_pneumonia_630.png,4112,17287,0,9823,11300,0,8999,14015,54.38326848,0.280499798,0,61.68207269,182.6497345,0,227.0906767,196.3310025,20.29283738,12.71031304,10.20520857,34.22483798,17.82886935,0,12.73102462,40.71936963,45.14166136,4.832874287,0,35.71614388,26.17994274,0,11.24144997,46.04249738,46.66434547,8.293143461,0,37.88379236,28.96390747,0,14.50017576,48.74567076,2
transformed_image_pneumonia_631.png,6124,12116,8,10651,12115,0,9388,15134,91.66900718,5.304803566,118.25,71.31931274,157.8710689,0,205.6326161,213.5983877,43.0780781,2.073383188,0,32.82370972,23.05009196,0,9.448667401,42.60891232,25.70669391,14.77045088,8.071071528,33.88759779,16.97165735,0,14.16067537,38.06635876,27.80627309,18.17790614,8.5294005,36.37839873,17.99321165,0,17.22640099,42.2187858,2
transformed_image_pneumonia_632.png,5884,10298,5,12603,14145,0,5951,16650,89.37763426,3.237133424,106.8,74.3528525,153.5536232,0,207.107713,200.9337538,23.22872484,10.7279755,7.443255957,30.63111154,15.67456133,0,11.82203932,33.33912865,31.27190378,8.711108767,11.56688086,31.39533746,19.53860017,0,11.89093108,39.20632005,34.23481936,10.82570715,12.48838845,33.55117379,21.09732622,0,13.73307539,42.47943127,2
transformed_image_pneumonia_633.png,5497,14622,14,9755,10279,0,8460,16909,75.61815536,4.561140747,99.35714286,70.74331112,148.6871291,0,205.0473995,197.2656573,27.83180017,6.475335497,10.18911184,28.54343957,17.63411309,0,10.52526363,35.19238491,31.51483244,10.95071341,10.7322346,27.75178186,20.76978504,0,15.83373662,42.79589463,34.18126103,13.18162619,11.85265097,29.53013603,22.36834189,0,18.53322777,45.54056508,2
transformed_image_pneumonia_634.png,7382,10071,0,9973,14372,0,8330,15408,97.21403414,15.55217953,0,73.60162439,178.2466602,0,209.147419,210.100662,28.16324468,8.481738748,9.290399282,25.40244784,18.84991099,0,13.68521757,39.39153168,25.39965722,22.54480936,0,42.44512628,19.45850224,0,8.726734224,34.73070347,27.00252223,25.09507461,0,45.50851055,20.77719747,0,10.49621624,38.38454382,2
transformed_image_pneumonia_635.png,6453,12743,0,12340,10854,0,6651,16495,71.90531536,1.898375579,0,65.24797407,163.6865672,0,211.054879,195.5059715,23.32099189,20.12723186,0,38.48495286,17.72061595,0,7.184379478,30.39688316,30.18473022,6.454660658,0,33.81560626,22.11829076,0,12.02017162,42.97663982,32.44502447,8.154415957,0,36.05266988,24.00851288,0,14.0065036,46.2562582,2
transformed_image_pneumonia_636.png,7801,12130,0,7082,11365,2,13718,13438,101.4263556,20.35828524,0,55.14416831,185.1897932,150,217.090538,218.2148385,27.1904173,4.539113485,0,30.8451349,19.61356143,0,10.43587185,38.89154096,25.19584483,25.83406588,0,57.1408279,18.68206644,1.587401052,6.62451185,33.66428697,26.59272753,28.62027422,0,63.31553211,20.43516814,1.681792831,7.951661399,38.35017718,2
transformed_image_pneumonia_637.png,5161,12653,2,10312,12752,0,8769,15887,88.02460763,3.691851735,116.5,75.85987199,154.7430207,0,203.7892576,205.1300434,23.40358852,22.73410106,0,48.62315513,16.49853735,1.414213562,5.505054848,28.04982815,28.41052772,10.04168272,5.952753945,33.22358521,16.38281938,0,14.73012018,40.27631129,30.95308684,12.5770833,6.306723114,35.91794153,17.47876175,0,16.18964454,44.35814067,2
transformed_image_pneumonia_638.png,6398,13221,7,12310,9946,0,7883,15771,72.69990622,3.002269117,103.1428571,65.15410236,157.2238086,0,211.6808322,200.4996513,25.33040357,7.35787944,5.303300859,29.88714463,14.96900699,0,13.19563299,35.31648581,28.84281559,8.457794086,9.38305742,30.95770822,21.09192191,0,14.65083757,46.31794329,31.02484947,10.36149734,9.892786026,33.25089882,23.01700099,0,17.66196184,50.25664438,2
transformed_image_pneumonia_639.png,5548,16350,24,9531,8546,0,8266,17271,64.15663302,4.467400612,97.20833333,69.07124121,153.0200094,0,204.2530849,197.6845,25.98272757,6.20580597,8.703286802,27.99699656,18.74025625,0,12.26316747,41.61232213,33.00204208,11.28035437,14.49539081,25.26967338,18.65186566,0,17.12367927,46.85321053,35.40031913,13.47859997,15.88393067,27.48953946,20.31656709,0,20.98822167,49.98879289,2
transformed_image_pneumonia_640.png,6464,13976,8,9956,9653,0,8939,16540,79.09173886,4.035560962,105.375,66.35214946,158.3126489,0,206.2617742,200.4651753,29.84837593,8.694429838,12.90180732,22.51362172,16.54650016,0,13.9389077,43.06807103,26.05033098,10.33842857,10.28889044,29.4021448,18.42487561,0,16.86488047,47.14993996,28.39243942,12.61425272,12.09866509,31.63912925,19.97133402,0,19.7628492,50.39973099,2
